ptstiobench-23112015

 ,"ptstiobench"
Processor,8 x Intel Core 2 Duo P9xxx (Penryn Class Core 2) @ 2.39GHz (8 Cores)
Motherboard,OpenStack Foundation Nova v2015.1.2
Chipset,Intel 440FX- 82441FX PMC
Memory,24576MB
Disk,38GB
Graphics,Cirrus Logic GD 5446
Network,Red Hat Virtio device
OS,CentOS 6.7
Kernel,2.6.32-573.8.1.el6.x86_64 (x86_64)
Compiler,GCC 4.4.7 20120313
File-System,ext4

 ,"ptstiobench"
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 4",2046.72
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 8",1543.03
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 4",2035.27
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 8",1691.34
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 4",2044.59
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 8",1383.45
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 4",2100.36
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 8",1471.68
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 16",1461.32
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 32",1416.76
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 16",1418.77
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 32",1402.62
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 4",2.14
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 8",3.04
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 4",2.20
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 8",2.80
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 16",1431.74
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 32",1316.10
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 16",1347.32
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 32",1402.00
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 4",1.80
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 8",2.32
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 4",1.53
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 8",2.36
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 16",3.01
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 32",3.54
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 16",2.98
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 32",3.50
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 16",2.80
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 32",3.41
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 16",2.70
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 32",3.40
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 4",1746.80
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 8",1600.99
