pts-all-tests-20160801

"Himeno Benchmark - Poisson Pressure Solver",1170.37,1062.10
"7-Zip Compression - Compress Speed Test",16190,16383
"C-Ray - Total Time",16.47,16.43
"Parallel BZIP2 Compression - 256MB File Compression",11.20,8.85
"Smallpt - Global Illumination Renderer; 100 Samples",69,69
"Gzip Compression - 2GB File Compression",20.80,24.07
"Crafty - Elapsed Time",104.14,119.81
"FLAC Audio Encoding - WAV To FLAC",12.85,14.98
"LAME MP3 Encoding - WAV To MP3",21.43,23.34
"FFmpeg - H.264 HD To NTSC DV",35.22,32.99
"Tachyon - Total Time",10.21,10.69
"OpenSSL - RSA 4096-bit Performance",561.83,559.73
"Apache Benchmark - Static Web Page Serving",5731.03,6392.07

