ptstiobench-22122015

 ,"ptstiobench"
Processor,24 x Intel Core 2 Duo P9xxx (Penryn Class Core 2) @ 2.39GHz (24 Cores)
Motherboard,OpenStack Foundation Nova v2015.1.2
Chipset,Intel 440FX- 82441FX PMC
Memory,49152MB
Disk,158GB
Graphics,Cirrus Logic GD 5446
Network,Red Hat Virtio device
OS,Ubuntu 14.04
Kernel,3.13.0-74-generic (x86_64)
Compiler,GCC 4.8.4
File-System,ext4

 ,"ptstiobench"
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 4",2573.65
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 8",3678.45
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 4",2237.59
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 8",3282.85
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 4",2659.65
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 8",3470.05
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 4",2385.49
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 8",3850.93
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 16",3901.75
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 32",3596.19
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 16",4138.40
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 32",3720.27
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 4",0.36
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 8",1.40
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 4",1.96
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 8",0.46
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 16",4045.69
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 32",3084.16
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 16",1758.12
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 32",1589.64
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 4",0.57
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 8",0.44
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 4",1.84
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 8",0.43
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 16",0.76
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 32",1.40
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 16",0.89
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 32",2.84
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 16",3.06
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 32",2.90
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 16",0.76
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 32",3.48
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 4",2291.95
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 8",2551.24
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 4",1704.79
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 8",2307.11
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 4",1489.62
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 8",2680.99
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 4",1644.57
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 8",2213.95
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 16",3042.94
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 32",3144.15
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 16",2923.44
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 32",2697.14
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 4",2.44
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 8",3.26
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 4",2.58
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 8",3.24
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 16",2810.16
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 32",2962.01
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 16",2509.02
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 32",1606.95
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 4",2.16
