Processor,Intel Xeon E5-2673 v3 @ 2.40GHz (8 Cores)
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 16",177.50
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 32",159.35
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 16",254.82
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 32",141.34
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 4",0.25
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 4",0.26
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 16",0.89
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 32",1.40
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 16",0.86
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 32",1.34
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 16",0.86
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 32",1.25
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 16",0.87
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 32",1.29
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 4",1112.53
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 8",633.85
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 4",676.38
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 8",498.46
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 4",699.47
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 8",802.32
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 4",504.96
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 8",567.64
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 16",512.95
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 32",353.79
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 16",427.40
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 32",276.69
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 4",0.27
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 8",0.50
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 4",0.30
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 8",0.49
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 16",1539.84
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 32",406.07
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 16",373.68
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 32",414.54
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 4",0.28
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 4",0.28
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 8",0.44
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 16",0.69
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 32",0.76
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 16",0.65
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 32",0.75
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 16",0.65
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 32",0.71
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 16",0.67
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 32",0.69
"DD - Test: / - Block Size: 512 - Count: 1 - Oflag: direct",64.5,65.1,49.0
"DD - Test: / - Block Size: 512 - Count: 1 - Oflag: sync",55.7,71.2,62.0
"DD - Test: / - Block Size: 1G - Count: 1 - Oflag: direct",52.6,60.3,47.1
"DD - Test: / - Block Size: 1G - Count: 1 - Oflag: sync",58.3,51.2,61.6
"DD - Test: / - Block Size: 1G - Count: 2 - Oflag: direct",63.2,63.5,61.9,55.6
"DD - Test: / - Block Size: 1G - Count: 2 - Oflag: sync",47.8,51.1,55.7
"DD - Test: / - Block Size: 1G - Count: 4 - Oflag: direct",54.2,60.8,64.3
"DD - Test: / - Block Size: 1G - Count: 4 - Oflag: sync",52.9,54.8,46.5
"DD - Test: / - Block Size: 1G - Count: 8 - Oflag: direct",59.7,59.8,53.8
"DD - Test: / - Block Size: 1G - Count: 8 - Oflag: sync",58.0,53.8,54.0
"DD - Test: / - Block Size: 2G - Count: 1 - Oflag: direct",50.8,52.7,60.1
"DD - Test: / - Block Size: 2G - Count: 1 - Oflag: sync",58.8,44.7,50.0
"DD - Test: / - Block Size: 2G - Count: 2 - Oflag: direct",59.4,50.4,56.4
"DD - Test: / - Block Size: 2G - Count: 2 - Oflag: sync",55.4,56.5,52.5
"DD - Test: / - Block Size: 2G - Count: 4 - Oflag: direct",53.4,56.3,56.3
"DD - Test: / - Block Size: 2G - Count: 4 - Oflag: sync",48.6,54.0,55.5
"DD - Test: / - Block Size: 4G - Count: 1 - Oflag: direct",48.0,43.1,53.5
"DD - Test: / - Block Size: 4G - Count: 1 - Oflag: sync",52.9,50.2,47.7
"DD - Test: / - Block Size: 4G - Count: 2 - Oflag: direct",59.2,52.7,50.8
"DD - Test: / - Block Size: 4G - Count: 2 - Oflag: sync",51.3,56.8,52.5
"DD - Test: / - Block Size: 8G - Count: 1 - Oflag: direct",59.8,56.2,55.7
"DD - Test: / - Block Size: 8G - Count: 1 - Oflag: sync",49.1,43.4,50.8
"DD - Test: /mnt - Block Size: 512 - Count: 1 - Oflag: direct",106,104,102
"DD - Test: /mnt - Block Size: 512 - Count: 1 - Oflag: sync",88.8,95.7,90.0
"DD - Test: /mnt - Block Size: 1G - Count: 1 - Oflag: direct",102,103,101
"DD - Test: /mnt - Block Size: 1G - Count: 1 - Oflag: sync",88.3,88.2,92.9
"DD - Test: /mnt - Block Size: 1G - Count: 2 - Oflag: direct",114,114,112
"DD - Test: /mnt - Block Size: 1G - Count: 2 - Oflag: sync",101,97.3,100
"DD - Test: /mnt - Block Size: 1G - Count: 4 - Oflag: direct",115,116,116
"DD - Test: /mnt - Block Size: 1G - Count: 4 - Oflag: sync",98.3,97.9,98.3
"DD - Test: /mnt - Block Size: 1G - Count: 8 - Oflag: direct",115,114,115
"DD - Test: /mnt - Block Size: 1G - Count: 8 - Oflag: sync",98.3,99.4,100
"DD - Test: /mnt - Block Size: 2G - Count: 1 - Oflag: direct",103,101,100
"DD - Test: /mnt - Block Size: 2G - Count: 1 - Oflag: sync",101,103,101
"DD - Test: /mnt - Block Size: 2G - Count: 2 - Oflag: direct",110,109,110
"DD - Test: /mnt - Block Size: 2G - Count: 2 - Oflag: sync",105,103,105
"DD - Test: /mnt - Block Size: 2G - Count: 4 - Oflag: direct",115,114,113
"DD - Test: /mnt - Block Size: 2G - Count: 4 - Oflag: sync",105,105,72.8
"DD - Test: /mnt - Block Size: 4G - Count: 1 - Oflag: direct",52.6,47.2,47.5
"DD - Test: /mnt - Block Size: 4G - Count: 1 - Oflag: sync",47.1,49.4,48.4
"DD - Test: /mnt - Block Size: 4G - Count: 2 - Oflag: direct",50.0,50.9,51.6
"DD - Test: /mnt - Block Size: 4G - Count: 2 - Oflag: sync",49.0,45.7,50.0
"DD - Test: /mnt - Block Size: 8G - Count: 1 - Oflag: direct",49.0,51.1,48.5
"DD - Test: /mnt - Block Size: 8G - Count: 1 - Oflag: sync",48.5,48.3,51.3
"IPERF3 - Test: bouygues.testdebit.info",233,234,233,233,233,233,233,233,233,233
