,Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 8,Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 16,Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 32,Parallel BZIP2 Compression - 256MB File Compression,Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 32,RAMspeed SMP - Floating-Point Add,RAMspeed SMP - Integer Add,7-Zip Compression - Compress Speed Test,Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 8,Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 16,Stream - Type: Scale,LAME MP3 Encoding - WAV To MP3,Himeno Benchmark - Poisson Pressure Solver,Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 8,PostMark - Disk Transaction Performance,Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 8,Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 8,Crafty - Elapsed Time,Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 8,Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 4,Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 4,Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 32,Stream - Scale,Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 4,Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 16,Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 8,Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 4,Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 16,Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 16,TSCP - AI Chess Performance,Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 32,Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 4,SQLite - Timed SQLite Insertions,Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 4,x264 - H.264 Video Encoding,Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 4,C-Ray - Total Time,NAS Parallel Benchmarks - Test / Class: LU.A,Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 32,Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 8,Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 32,Dbench - 128 Clients,Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 8,Stream - Type: Triad,Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 16,AIO-Stress - Random Write,Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 16,John The Ripper - Traditional DES,Dbench - 12 Clients,Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 32,Stream - Copy,Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 32,Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 32,OpenSSL - RSA 4096-bit Performance,Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 16,Dbench - 1 Clients,Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 32,Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 4,GraphicsMagick - Sharpen,RAMspeed SMP - Integer Copy,Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 8,Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 32,Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 16,Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 32,"FS-Mark - 1000 Files, 1MB Size",Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 8,Timed MAFFT Alignment - Multiple Sequence Alignment,FLAC Audio Encoding - WAV To FLAC,Dbench - 48 Clients,Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 8,Stream - Type: Copy,CacheBench - Write Cache,Smallpt - Global Illumination Renderer; 100 Samples,Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 8,Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 8,GraphicsMagick - Local Adaptive Thresholding,Tachyon - Total Time,Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 8,Threaded I/O Tester - 64MB Random Write - 32 Threads,Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 32,Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 4,Gcrypt Library - CAMELLIA256-ECB Cipher,Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 16,Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 32,Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 4,CacheBench - Read Cache,Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 32,Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 16,Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 16,Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 4,Apache Benchmark - Static Web Page Serving,Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 4,Stream - Add,Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 16,Stream - Type: Add,Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 4,RAMspeed SMP - Integer Scale,FFmpeg - H.264 HD To NTSC DV,Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 16,GraphicsMagick - Resizing,Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 8,Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 4,Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 32,Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 4,Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 16,GraphicsMagick - HWB Color Space,John The Ripper - Blowfish,Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 16,Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 4,Threaded I/O Tester - 64MB Random Read - 32 Threads
cecad_6xlarge_hpc,3.24,4045.69,1606.95,6.9,2697.14,4078.24,3937.26,23203.0,3.26,3901.75,7377.56,31.83,660.87,2.87,1196.0,0.43,2307.11,159.51,3850.93,0.36,2.58,1.4,7570.33,2.16,1.9,3678.45,2.44,0.76,3.06,436502.0,0.84,2573.65,514.33,1.84,137.53,2237.59,9.48,8619.74,2.84,0.46,3720.27,84.68,2213.95,7803.98,1758.12,579.68,0.49,39482667.0,65.38,2.9,7690.18,0.62,2962.01,1088.97,0.53,55.02,0.79,1704.79,69.0,3979.16,3.19,3144.15,1.31,2.15,15.52,3282.85,21.54,27.48,128.43,3470.05,7473.79,7915.48,48.0,2551.24,2680.99,41.0,7.98,1.4,1.03,3596.19,1489.62,4910.0,2810.16,3084.16,1644.57,1771.96,3.48,0.76,2923.44,2659.65,4317.39,2385.49,7869.08,2509.02,7697.19,2.3,4016.29,31.8,4138.4,81.0,0.44,2291.95,1589.64,1.96,0.89,91.0,12150.0,3042.94,0.57,2569.46
aws_m4large_magnetic,7.24,5051.25,9.26,34.05,4029.28,13471.85,12473.13,4784.0,7.12,4979.03,11977.77,17.85,1293.77,0.6,3989.0,4.26,4033.58,98.24,5232.1,3.9,5.96,5.82,11896.61,5.78,8.88,4961.2,6.21,5.54,5.2,,0.72,5022.29,54.7,2.83,37.04,5013.1,125.56,3672.03,5.9,5.22,4913.51,212.92,3958.61,13264.91,5037.3,1518.66,0.7,1885000.0,202.22,5.88,12170.33,0.49,3987.62,112.8,1.33,81.23,1.4,3967.77,21.0,12109.26,1.9,4095.13,0.54,0.52,19.85,5059.67,21.93,9.99,232.2,5116.06,12310.23,12647.65,448.0,4142.24,3975.84,70.0,68.47,5.46,1.92,4920.31,3862.91,2700.0,4008.73,4936.37,3925.81,2285.32,5.78,5.38,4028.79,5090.87,9901.69,5194.78,13187.68,3963.26,13263.83,0.75,12108.1,28.96,5046.69,69.0,4.0,4109.88,53.11,3.55,5.46,107.0,1211.0,4107.81,2.99,4070.2
cecad_medium_hpc,1.77,1573.32,0.38,33.85,1177.06,3819.5,3845.2,3505.0,3.17,1640.47,3854.36,31.8,657.67,1.64,1231.0,2.62,1272.06,159.74,1658.37,0.37,1.64,3.57,3804.22,1.3,2.59,1688.68,1.82,3.16,3.12,437472.0,1.8,1663.36,400.34,1.93,24.74,1616.14,109.8,2148.49,3.62,2.39,1566.1,147.8,1116.82,3983.43,18.58,48.73,2.59,4467000.0,79.68,3.55,3824.09,1.82,2.61,91.33,2.66,77.25,2.43,1360.24,18.0,3755.54,1.56,1316.02,2.85,1.48,17.07,1571.04,27.89,27.56,147.91,1352.6,3921.24,7908.44,556.0,1393.13,1275.2,40.0,90.77,0.79,1.46,1581.18,1270.34,4897.0,1205.99,14.67,1193.71,1778.24,3.54,3.15,1287.68,1591.47,5419.52,1524.75,3686.19,2.24,4337.37,0.32,3782.45,43.36,1686.31,47.0,0.52,1384.94,11.52,1.75,3.11,69.0,1161.0,1332.77,1.78,1230.18
aws_m4large_sdd,10.49,5119.6,150.11,33.82,3962.6,13500.44,12582.35,4848.0,10.31,5013.96,12010.0,17.79,1298.6,10.41,3989.0,10.23,3990.42,98.7,5199.27,8.05,14.14,11.04,12014.22,13.8,10.18,4982.49,13.98,10.98,10.9,,10.61,4864.89,24.4,7.94,36.9,5004.27,125.76,3689.04,11.03,10.29,4930.21,369.59,3908.43,13309.09,5256.89,1497.58,10.35,1880667.0,409.98,11.01,12343.23,10.55,3945.35,112.43,10.15,210.35,10.63,3982.25,21.0,12248.79,10.34,4042.84,10.14,10.51,54.7,5066.01,22.38,10.02,347.47,5122.54,12303.0,12234.66,448.0,4117.9,3965.52,70.0,68.49,10.38,10.54,4942.7,3909.25,2710.0,3992.86,5059.68,3869.16,2282.21,11.03,10.88,4044.83,5110.57,10181.49,5225.32,13329.55,3911.34,13302.25,13.77,12273.4,28.91,5051.72,69.0,10.24,4034.35,53.99,7.94,10.92,107.0,1209.0,4089.38,8.13,4038.92
aws_t2medium_variable,,,,147.33,,19755.62,20181.66,6216.0,,,20935.48,41.85,1249.59,,3472.0,,,251.66,,,,,21358.57,,,,,,,,,,34.43,,48.95,,128.13,5051.77,,,,6.8,,21644.4,,136.14,,3830333.0,289.79,,21421.01,,,42.43,,17.68,,,23.0,21049.65,,,,,47.7,,14.96,24.28,35.08,,20923.08,8695.88,1562.0,,,69.0,188.99,,0.44,,,2917.0,,,,2435.58,,,,,2742.36,,21804.19,,21375.74,,20799.16,85.21,,75.0,,,,,,114.0,1564.0,,,4893.8
cecad_xsmall_nova,5.5,94.34,3.53,43.88,6.12,8311.85,5629.42,3273.0,5.16,2645.1,6712.53,19.48,1307.97,5.79,911.0,10.11,1962.47,92.96,107.1,6.44,6.34,19.11,7920.43,5.72,5.22,2764.14,9.4,14.73,14.73,692280.0,5.28,3237.65,22.12,6.33,25.96,2846.3,124.47,2642.01,18.15,10.09,52.41,134.72,4.49,7911.88,84.3,61.84,5.5,1754667.0,345.21,18.96,7031.21,5.21,4.4,71.3,5.36,189.14,5.29,2040.02,16.0,5599.7,5.16,19.29,5.31,4.38,149.35,1768.51,27.19,10.78,243.68,113.97,6471.05,12456.19,669.0,2217.08,15.2,70.0,94.12,10.21,5.38,40.76,1164.07,3584.0,5.98,49.92,11.5,2529.81,18.9,14.94,19.59,1992.55,6350.59,115.3,8547.99,4.01,7346.47,6.36,6677.23,35.42,82.29,51.0,10.14,2384.63,50.14,6.07,14.57,85.0,891.0,2258.72,6.38,6.58
cecad_medium_gp,1.13,2907.4,72.13,22.41,1868.24,,,5410.0,1.05,2732.14,6561.4,19.42,1286.66,1.14,3456.0,1.13,1913.55,93.43,3440.34,0.57,0.74,3.14,6182.86,0.69,1.97,3302.75,0.7,1.92,1.88,694117.0,3.32,3503.61,173.23,0.62,43.06,3270.76,62.88,4250.55,2.99,1.09,2799.24,268.16,1491.83,7737.12,129.37,155.65,1.96,3172333.0,160.82,3.01,6236.33,3.44,319.18,140.8,1.91,37.9,3.35,1963.41,28.0,,1.15,2210.93,1.94,3.35,22.2,3398.82,17.4,10.58,274.83,3469.69,6191.78,12458.36,341.0,2149.66,1708.59,69.0,47.3,1.0,4.12,2847.05,1674.58,3523.0,1681.23,129.62,1445.19,2529.21,3.01,1.89,2005.53,3293.67,11144.29,3442.67,7018.91,254.49,7327.99,0.72,,36.35,2649.32,76.0,1.14,2301.87,111.39,0.58,1.85,112.0,1762.0,2107.96,0.57,1815.85
cecad_3xlarge_gp,1.67,3291.72,1265.82,5.74,2094.67,7834.73,8238.39,16342.0,1.65,3177.66,9025.79,20.05,1200.39,1.63,3205.0,1.63,1254.8,101.01,2979.9,0.83,0.88,4.63,6187.66,0.85,2.93,2492.63,0.88,2.84,2.79,623229.0,4.88,1934.58,137.99,0.86,99.63,2418.87,16.47,9602.4,4.42,1.65,3129.2,334.61,1089.44,10358.21,3210.17,760.26,2.93,12036000.0,190.13,4.61,6305.24,4.49,1279.85,557.07,2.92,42.29,4.51,1041.32,55.0,8171.36,1.66,2428.27,2.87,4.85,22.0,2599.82,9.55,12.55,291.2,3046.62,9442.84,11651.75,69.0,1340.01,1150.07,65.0,10.92,1.62,4.73,3240.01,1131.12,4015.0,1512.69,3053.91,824.18,2416.66,4.61,2.85,1669.12,2600.27,5530.85,2791.26,7112.72,1240.53,10200.15,0.89,7229.59,32.01,3036.49,88.0,1.62,1275.44,3154.74,0.87,2.88,88.0,7059.0,1763.9,0.85,2247.92
aws_t2small_magnetic,2.18,60.62,1.04,289.87,17.22,9341.59,11141.34,741.0,4.67,3799.3,2520.49,81.46,277.04,0.59,733.0,3.47,3008.87,457.87,61.94,3.09,3.13,4.76,10878.11,2.35,6.19,3846.28,4.08,4.44,4.83,196100.0,0.61,3905.83,50.99,2.12,7.28,4020.44,607.27,763.27,4.85,4.11,62.46,83.9,11.94,2742.81,60.99,23.47,0.65,402795667.0,207.79,4.98,10971.17,0.53,1.56,22.23,1.02,88.31,1.73,2960.04,3.0,10960.11,1.12,3135.39,0.52,0.47,21.25,4017.84,117.85,46.45,182.59,4076.98,2513.5,12141.82,2717.0,3117.9,2954.75,15.0,389.23,3.59,0.64,3730.02,2995.86,13345.0,15.87,57.95,2886.48,2265.21,3.3,3.39,3060.22,4204.56,1811.48,4285.08,12213.58,1.49,2718.76,0.77,11154.9,158.62,3854.74,11.0,2.82,3104.11,58.2,3.21,4.6,17.0,167.0,3083.42,2.33,14.17
cecad_r900,4.32,2357.46,167.92,3.89,2134.74,3973.17,4005.89,23910.0,6.08,2326.3,7761.62,29.6,701.33,3.56,,38.63,3643.93,155.79,3584.3,24.2,7.88,45.0,7222.69,6.44,3.46,3359.91,27.69,43.17,43.78,443817.0,2.88,3063.88,6.03,27.9,205.56,3099.82,9.75,12188.28,44.53,38.28,2323.64,1294.21,3602.92,8157.37,2379.51,757.86,3.12,51983000.0,1325.46,44.73,7294.39,2.72,2096.13,1105.93,3.3,306.31,2.95,2767.86,86.0,4019.53,3.8,2192.62,2.98,26.37,126.1,3489.57,7.24,27.15,1654.01,3513.51,7853.06,7990.61,44.0,3769.34,3636.37,42.0,,36.32,2.84,2315.45,2691.64,3837.0,2168.57,2310.52,2669.03,1803.47,40.13,43.41,2187.95,3137.21,10862.81,3189.9,7495.54,2142.67,8058.67,5.27,3765.81,30.43,2338.19,85.0,38.73,2850.22,2326.81,26.39,44.4,96.0,13566.0,2265.41,26.93,2118.15
cecad_small_test,0.25,30.81,1.92,100.35,10.18,6816.21,6500.21,2144.0,0.31,720.55,6960.32,31.83,803.77,0.24,249.0,0.26,498.71,155.4,68.14,0.19,0.24,0.34,7205.25,0.19,0.32,598.9,0.25,0.32,0.29,417512.0,0.3,544.39,514.43,0.19,16.21,694.7,206.49,1611.69,0.36,0.28,69.49,10.44,7.64,7482.49,41.58,4.01,0.28,1140333.0,25.1,0.35,7201.56,0.26,3.28,44.47,0.29,11.25,0.34,414.91,10.0,6890.12,0.28,642.95,0.27,0.22,5.3,795.33,45.61,17.27,22.57,903.03,7034.4,7475.12,1111.0,458.75,477.89,42.0,154.88,0.27,0.3,848.37,438.08,5310.0,9.51,50.46,407.89,1516.24,0.34,0.31,581.05,832.58,3787.94,942.18,7880.2,2.68,7533.81,0.2,6867.19,56.06,846.34,31.0,0.29,385.14,49.39,0.19,0.32,51.0,535.0,569.73,0.23,9.22
cecad_r610,1.63,14394.96,10165.75,5.31,10206.86,13429.17,11275.17,17858.0,2.31,13178.08,10504.4,19.27,1326.13,1.33,3751.0,36.13,7959.61,92.31,11430.63,26.26,4.44,43.65,10305.76,2.86,1.26,10246.94,33.92,42.41,42.7,698075.0,1.0,8174.97,6.8,25.81,114.13,8246.01,16.38,10591.88,43.93,35.34,14083.3,354.84,8668.75,11784.83,14260.03,1689.1,1.09,13294333.0,1413.01,44.39,10678.91,0.98,9884.2,563.63,1.13,324.38,1.05,7212.08,59.0,9706.16,1.36,10624.51,1.06,0.95,116.98,10187.1,7.72,10.54,1007.9,10827.1,10548.31,12492.1,67.0,8421.26,8249.03,70.0,10.31,35.31,1.0,13831.71,6998.76,3527.0,10188.76,13984.97,6564.08,2536.79,43.74,41.37,10237.41,8309.86,20845.24,9153.79,11282.58,9929.71,11635.76,1.94,10887.86,25.95,13878.33,101.0,36.34,6689.4,14051.21,25.63,41.25,107.0,8321.0,9836.44,26.35,10256.51
